DexID,Pokemon,Move1_Level,Move1_Name,Move2_Level,Move2_Name,Move3_Level,Move3_Name,Move4_Level,Move4_Name,Move5_Level,Move5_Name,Move6_Level,Move6_Name,Move7_Level,Move7_Name,Move8_Level,Move8_Name,Move9_Level,Move9_Name,Move10_Level,Move10_Name,Move11_Level,Move11_Name,Move12_Level,Move12_Name,Move13_Level,Move13_Name,Move14_Level,Move14_Name,Move15_Level,Move15_Name,Move16_Level,Move16_Name,Move17_Level,Move17_Name,Move18_Level,Move18_Name,Move19_Level,Move19_Name,Move20_Level,Move20_Name,Move21_Level,Move21_Name,Move22_Level,Move22_Name,Move23_Level,Move23_Name,Move24_Level,Move24_Name,Move25_Level,Move25_Name,Move26_Level,Move26_Name
401,SLOWKING,1,GROWL,1,PSYWAVE,6,SPITE,11,ASTONISH,17,CONFUSE RAY,23,MEAN LOOK,30,PSYBEAM,37,PAIN SPLIT,45,PERISH SONG,53,GRUDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,MISDREAVUS,1,HIDDEN POWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,UNOWN,1,COUNTER,1,DESTINY BOND,1,SAFEGUARD,1,MIRROR COAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,WOBBUFFET,1,TACKLE,1,GROWL,7,ASTONISH,13,CONFUSION,19,STOMP,25,ODOR SLEUTH,31,AGILITY,37,BATON PASS,43,PSYBEAM,49,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,GIRAFARIG,1,TACKLE,1,PROTECT,8,SELFDESTRUCT,15,TAKE DOWN,22,RAPID SPIN,29,BIDE,36,EXPLOSION,43,SPIKES,50,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PINECO,1,TACKLE,1,SELFDESTRUCT,1,PROTECT,8,SELFDESTRUCT,15,TAKE DOWN,22,RAPID SPIN,29,BIDE,31,ZAP CANNON,39,EXPLOSION,49,SPIKES,59,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,FORRETRESS,1,RAGE,4,DEFENSE CURL,11,YAWN,14,GLARE,21,ROLLOUT,24,SPITE,31,PURSUIT,34,SCREECH,41,TAKE DOWN,44,FLAIL,51,ENDEAVOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,DUNSPARCE,1,POISON STING,6,SAND-ATTACK,13,HARDEN,20,QUICK ATTACK,28,FAINT ATTACK,36,SLASH,44,SCREECH,52,GUILLOTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,GLIGAR,1,TACKLE,1,SCARY FACE,4,TAIL WHIP,8,CHARM,13,BITE,19,LICK,26,ROAR,34,RAGE,43,TAKE DOWN,53,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,SNUBBULL,1,TACKLE,1,SCARY FACE,4,TAIL WHIP,8,CHARM,13,BITE,19,LICK,28,ROAR,38,RAGE,49,TAKE DOWN,61,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,GRANBULL,1,TACKLE,1,POISON STING,1,SPIKES,9,HARDEN,9,MINIMIZE,13,WATER GUN,21,PIN MISSILE,25,REVENGE,33,TAKE DOWN,37,HYDRO PUMP,45,DESTINY BOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,QWILFISH,1,WITHDRAW,1,CONSTRICT,9,WRAP,14,ENCORE,23,SAFEGUARD,28,BIDE,37,REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,SHUCKLE,1,TACKLE,1,LEER,6,HORN ATTACK,11,ENDURE,17,FURY ATTACK,23,BRICK BREAK,30,COUNTER,37,TAKE DOWN,45,REVERSAL,53,MEGAHORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,HERACROSS,1,SCRATCH,1,LEER,1,TAUNT,8,QUICK ATTACK,15,SCREECH,22,FAINT ATTACK,29,FURY SWIPES,36,AGILITY,43,ICY WIND,50,SLASH,57,BEAT UP,64,METAL CLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,SNEASEL,1,SCRATCH,1,LEER,7,LICK,13,FURY SWIPES,19,FAKE TEARS,25,FAINT ATTACK,31,REST,37,SLASH,43,SNORE,49,THRASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,TEDDIURSA,1,SCRATCH,1,LEER,1,LICK,1,FURY SWIPES,7,LICK,13,FURY SWIPES,19,FAKE TEARS,25,FAINT ATTACK,31,REST,37,SLASH,43,SNORE,49,THRASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,URSARING,1,SMOG,1,YAWN,8,EMBER,15,ROCK THROW,22,HARDEN,29,AMNESIA,36,FLAMETHROWER,43,ROCK SLIDE,50,BODY SLAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,SLUGMA,1,EMBER,1,ROCK THROW,1,SMOG,1,YAWN,8,EMBER,15,ROCK THROW,22,HARDEN,29,AMNESIA,36,FLAMETHROWER,48,ROCK SLIDE,60,BODY SLAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,MAGCARGO,1,TACKLE,1,ODOR SLEUTH,10,POWDER SNOW,19,ENDURE,28,TAKE DOWN,37,MIST,46,BLIZZARD,55,AMNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,SWINUB,1,HORN ATTACK,1,POWDER SNOW,1,ENDURE,1,ODOR SLEUTH,10,POWDER SNOW,19,ENDURE,28,TAKE DOWN,33,FURY ATTACK,42,MIST,56,BLIZZARD,70,AMNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PILOSWINE,1,TACKLE,6,HARDEN,12,BUBBLE,17,RECOVER,17,REFRESH,23,BUBBLEBEAM,28,SPIKE CANNON,34,ROCK BLAST,39,MIRROR COAT,45,ANCIENTPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,CORSOLA,1,WATER GUN,11,LOCK-ON,22,PSYBEAM,22,BUBBLEBEAM,22,AURORA BEAM,33,FOCUS ENERGY,44,ICE BEAM,55,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,REMORAID,1,WATER GUN,11,CONSTRICT,22,PSYBEAM,22,BUBBLEBEAM,22,AURORA BEAM,25,OCTAZOOKA,38,FOCUS ENERGY,54,ICE BEAM,70,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,OCTILLERY,1,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,DELIBIRD,1,TACKLE,1,BUBBLE,8,SUPERSONIC,15,BUBBLEBEAM,22,TAKE DOWN,29,AGILITY,36,WING ATTACK,43,WATER PULSE,50,CONFUSE RAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,MANTINE,1,LEER,1,PECK,10,SAND-ATTACK,13,SWIFT,16,AGILITY,26,FURY ATTACK,29,AIR CUTTER,32,STEEL WING,42,SPIKES,45,METAL SOUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,SKARMORY,1,LEER,1,EMBER,7,HOWL,13,SMOG,19,ROAR,25,BITE,31,ODOR SLEUTH,37,FAINT ATTACK,43,FLAMETHROWER,49,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,HOUNDOUR,1,LEER,1,EMBER,1,HOWL,7,HOWL,13,SMOG,19,ROAR,27,BITE,35,ODOR SLEUTH,43,FAINT ATTACK,51,FLAMETHROWER,59,CRUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,HOUNDOOM,1,TACKLE,1,GROWL,1,ODOR SLEUTH,9,DEFENSE CURL,17,FLAIL,25,TAKE DOWN,33,ROLLOUT,41,ENDURE,49,DOUBLE-EDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PHANPY,1,HORN ATTACK,1,GROWL,1,ODOR SLEUTH,9,DEFENSE CURL,17,FLAIL,25,FURY ATTACK,33,ROLLOUT,41,RAPID SPIN,49,EARTHQUAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,DONPHAN,1,TACKLE,7,LEER,11,ASTONISH,17,HYPNOSIS,21,STOMP,27,SAND-ATTACK,31,ROLE PLAY,37,TAKE DOWN,41,CONFUSE RAY,47,CALM MIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,STANTLER,1,SKETCH,11,SKETCH,21,SKETCH,31,SKETCH,41,SKETCH,51,SKETCH,61,SKETCH,71,SKETCH,81,SKETCH,91,SKETCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,SMEARGLE,1,TACKLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,TYROGUE,1,ROLLING KICK,1,REVENGE,7,FOCUS ENERGY,13,PURSUIT,19,QUICK ATTACK,20,TRIPLE KICK,25,RAPID SPIN,31,COUNTER,37,AGILITY,43,DETECT,49,ENDEAVOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,HITMONTOP,1,POUND,1,LICK,9,SWEET KISS,13,POWDER SNOW,21,CONFUSION,25,SING,33,MEAN LOOK,37,FAKE TEARS,45,PSYCHIC,49,PERISH SONG,57,BLIZZARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,SMOOCHUM,1,LEER,1,QUICK ATTACK,9,THUNDERPUNCH,17,LIGHT SCREEN,25,SWIFT,33,SCREECH,41,THUNDERBOLT,49,THUNDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,ELEKID,1,EMBER,7,LEER,13,SMOG,19,FIRE PUNCH,25,SMOKESCREEN,31,SUNNY DAY,37,FLAMETHROWER,43,CONFUSE RAY,49,FIRE BLAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,MAGBY,1,TACKLE,4,GROWL,8,DEFENSE CURL,13,STOMP,19,MILK DRINK,26,BIDE,34,ROLLOUT,43,BODY SLAM,53,HEAL BELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,MILTANK,1,LEER,1,BITE,11,THUNDERSHOCK,21,ROAR,31,QUICK ATTACK,41,SPARK,51,REFLECT,61,CRUNCH,71,THUNDER,81,CALM MIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,RAIKOU,1,LEER,1,BITE,11,EMBER,21,ROAR,31,FIRE SPIN,41,STOMP,51,FLAMETHROWER,61,SWAGGER,71,FIRE BLAST,81,CALM MIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,ENTEI,1,LEER,1,BITE,11,BUBBLEBEAM,21,RAIN DANCE,31,GUST,41,AURORA BEAM,51,MIST,61,MIRROR COAT,71,HYDRO PUMP,81,CALM MIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,SUICUNE,1,LEER,1,BITE,8,SANDSTORM,15,SCREECH,22,ROCK SLIDE,29,THRASH,36,SCARY FACE,43,CRUNCH,50,EARTHQUAKE,57,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,LARVITAR,1,LEER,1,BITE,1,SCREECH,1,SANDSTORM,8,SANDSTORM,15,SCREECH,22,ROCK SLIDE,29,THRASH,38,SCARY FACE,47,CRUNCH,56,EARTHQUAKE,65,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PUPITAR,1,LEER,1,BITE,1,SCREECH,1,SANDSTORM,8,SANDSTORM,15,SCREECH,22,ROCK SLIDE,29,THRASH,38,SCARY FACE,47,CRUNCH,61,EARTHQUAKE,75,HYPER BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,TYRANITAR,1,WHIRLWIND,11,SAFEGUARD,22,GUST,33,RECOVER,44,HYDRO PUMP,55,RAIN DANCE,66,SWIFT,77,AEROBLAST,88,ANCIENTPOWER,99,FUTURE SIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,LUGIA,1,WHIRLWIND,11,SAFEGUARD,22,GUST,33,RECOVER,44,FIRE BLAST,55,SUNNY DAY,66,SWIFT,77,SACRED FIRE,88,ANCIENTPOWER,99,FUTURE SIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,HO-OH,1,LEECH SEED,1,CONFUSION,1,RECOVER,1,HEAL BELL,10,SAFEGUARD,20,ANCIENTPOWER,30,FUTURE SIGHT,40,BATON PASS,50,PERISH SONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,CELEBI,1,TACKLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
